Accession,Geo_Location,Collection_Date
MT259260,USA: WA,2020-03-16
MT259261,USA: WA,2020-03-16
MT259263,USA: WA,2020-03-13
MT259264,USA: WA,2020-03-13
MT259266,USA: WA,2020-03-13
MT259267,USA: WA,2020-03-14
MT259268,USA: WA,2020-03-13
MT259269,USA: WA,2020-03-14
MT259271,USA: WA,2020-03-15
MT259273,USA: WA,2020-03-15
MT259274,USA: WA,2020-03-14
MT259275,USA: WA,2020-03-14
MT259277,USA: WA,2020-03-15
MT259278,USA: WA,2020-03-15
MT259280,USA: WA,2020-03-15
MT259281,USA: WA,2020-03-15
MT259282,USA: WA,2020-03-15
MT259284,USA: WA,2020-03-15
MT259285,USA: WA,2020-03-15
MT259286,USA: WA,2020-03-15
MT259287,USA: WA,2020-03-15
MT251972,USA: WA,2020-03-14
MT251973,USA: WA,2020-03-14
MT251974,USA: CT,2020-03-12
MT251975,USA: WA,2020-03-14
MT251976,USA: WA,2020-03-14
MT251977,USA: WA,2020-03-14
MT251978,USA: WA,2020-03-14
MT251979,USA: WA,2020-03-14
MT251980,USA: WA,2020-03-13
MT253696,"China: Zhejiang, Hangzhou",2020-01-23
MT253697,"China: Zhejiang, Hangzhou",2020-01-23
MT253698,"China: Zhejiang, Hangzhou",2020-01-23
MT253699,"China: Zhejiang, Hangzhou",2020-01-24
MT253700,"China: Zhejiang, Hangzhou",2020-01-25
MT253701,"China: Zhejiang, Hangzhou",2020-01-21
MT253702,"China: Zhejiang, Hangzhou",2020-01-21
MT253703,"China: Zhejiang, Hangzhou",2020-01-25
MT253704,"China: Zhejiang, Hangzhou",2020-01-25
MT253705,"China: Zhejiang, Hangzhou",2020-01-22
MT253706,"China: Zhejiang, Hangzhou",2020-01-22
MT253707,"China: Zhejiang, Hangzhou",2020-01-25
MT253708,"China: Zhejiang, Hangzhou",2020-01-21
MT253709,"China: Zhejiang, Hangzhou",2020-01-21
MT253710,"China: Zhejiang, Hangzhou",2020-01-21
MT233526,USA: WA,2020-01-19
MT246449,USA: WA,2020-03-13
MT246450,USA: WA,2020-03-13
MT246451,USA: WA,2020-03-13
MT246452,USA: WA,2020-03-13
MT246453,USA: WA,2020-03-13
MT246454,USA: WA,2020-03-12
MT246455,USA: WA,2020-03-12
MT246456,USA: WA,2020-03-13
MT246457,USA: WA,2020-03-12
MT246458,USA: WA,2020-03-12
MT246459,USA: WA,2020-03-12
MT246460,USA: WA,2020-03-12
MT246461,USA: WA,2020-03-13
MT246462,USA: WA,2020-03-13
MT246464,USA: WA,2020-03-13
MT246466,USA: WA,2020-03-13
MT246467,USA: WA,2020-03-14
MT246468,USA: WA,2020-03-14
MT246469,USA: WA,2020-03-14
MT246470,USA: WA,2020-03-13
MT246471,USA: WA,2020-03-14
MT246472,USA: WA,2020-03-12
MT246473,USA: WA,2020-03-14
MT246474,USA: WA,2020-03-14
MT246475,USA: WA,2020-03-13
MT246476,USA: WA,2020-03-13
MT246477,USA: WA,2020-03-14
MT246478,USA: WA,2020-03-14
MT246479,USA: WA,2020-03-13
MT246480,USA: WA,2020-03-13
MT246481,USA: WA,2020-03-13
MT246482,USA: WA,2020-03-15
MT246484,USA: WA,2020-03-15
MT246485,USA: WA,2020-03-15
MT246486,USA: WA,2020-03-14
MT246487,USA: WA,2020-03-15
MT246488,USA: WA,2020-03-14
MT246489,USA: WA,2020-03-14
MT246490,USA: WA,2020-03-15
MT246667,USA: WA,2020-01-19
MT240479,Pakistan: Gilgit,2020-03-04
MT233519,Spain: Valencia,2020-02-27
MT233522,Spain: Valencia,2020-03-02
MT233523,Spain: Valencia,2020-03-04
MT226610,China,2020-01-20
MT198652,Spain: Valencia,2020-03-05
MT192759,Taiwan,2020-01-25
MT192765,"USA: CA, San Diego County",2020-03-11
MT192772,Viet Nam: Ho Chi Minh city,2020-01-22
MT192773,Viet Nam: Ho Chi Minh city,2020-01-22
MT188339,USA: MN,2020-03-09
MT188340,USA: MN,2020-03-07
MT188341,USA: MN,2020-03-05
MT184907,USA,2020-02-18
MT184908,USA,2020-02-21
MT184909,USA,2020-02-21
MT184910,USA,2020-02-18
MT184911,USA,2020-02-17
MT184912,USA,2020-02-17
MT184913,USA,2020-02-24
MT163716,USA: WA,2020-02-27
MT163717,USA: WA,2020-02-28
MT163718,USA: WA,2020-02-29
MT163719,USA: WA,2020-03-01
MT066156,Italy,2020-01-30
MT121215,China: Shanghai,2020-02-02
MT159705,USA,2020-02-17
MT159706,USA,2020-02-17
MT159707,USA,2020-02-17
MT159708,USA,2020-02-17
MT159709,USA,2020-02-20
MT159710,USA,2020-02-17
MT159711,USA,2020-02-20
MT159712,USA,2020-02-25
MT159713,USA,2020-02-18
MT159714,USA,2020-02-18
MT159715,USA,2020-02-24
MT159716,USA,2020-02-24
MT159717,USA,2020-02-17
MT159718,USA,2020-02-18
MT159719,USA,2020-02-18
MT159720,USA,2020-02-21
MT159721,USA,2020-02-21
MT159722,USA,2020-02-21
MT012098,India: Kerala State,2020-01-27
MT050493,India: Kerala State,2020-01-31
MT152824,"USA: Snohomish County, WA",2020-02-24
MT135041,China: Beijing,2020-01-26
MT135042,China: Beijing,2020-01-28
MT135043,China: Beijing,2020-01-28
MT135044,China: Beijing,2020-01-28
MT126808,Brazil,2020-02-28
MT123290,"China: Guangdong, Guangzhou",2020-02-05
MT123291,China: Guangzhou,2020-01-29
MT123292,China: Guangzhou,2020-01-27
MT123293,China: Guangzhou,2020-01-29
MT118835,USA: CA,2020-02-23
MT106052,USA: CA,2020-02-06
MT106053,USA: CA,2020-02-10
MT106054,USA: TX,2020-02-11
MT093571,Sweden,2020-02-07
MT093631,China,2020-01-08
MT072688,Nepal,2020-01-13
MT066175,Taiwan,2020-01-31
MT066176,Taiwan,2020-02-05
MT044257,USA: IL,2020-01-28
MT044258,USA: CA,2020-01-27
MT049951,China: Yunnan,2020-01-17
MT039873,China: Hangzhou,2020-01-20
MT039887,USA: WI,2020-01-31
MT039888,USA: MA,2020-01-29
MT039890,South Korea,2020-01
MT027062,USA: CA,2020-01-29
MT027063,USA: CA,2020-01-29
MT027064,USA: CA,2020-01-29
MT019529,"China: Hubei, Wuhan",2019-12-23
MT019530,"China: Hubei, Wuhan",2019-12-30
MT019531,"China: Hubei, Wuhan",2019-12-30
MT019532,"China: Hubei, Wuhan",2019-12-30
MT019533,"China: Hubei, Wuhan",2020-01-01
MT020880,USA: WA,2020-01-25
MT020881,USA: WA,2020-01-25
MT007544,Australia: Victoria,2020-01-25
MN996527,China: Wuhan,2019-12-30
MN996528,China: Wuhan,2019-12-30
MN996529,China: Wuhan,2019-12-30
MN996530,China: Wuhan,2019-12-30
MN996531,China: Wuhan,2019-12-30
MN988668,China,2020-01-02
MN988669,China,2020-01-02
MN994467,USA: CA,2020-01-23
MN994468,USA: CA,2020-01-22
MN997409,USA: AZ,2020-01-22
MN988713,USA: Illinois,2020-01-21
MN938384,China: Shenzhen,2020-01-10
MN975262,China,2020-01-11
MN985325,USA,2020-01-19
MN908947,China,2019-12
